id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7305778046,gadsden-anniston,38615,2021.0,chevrolet,silverado 1500,,4 cylinders,gas,1.0,clean,automatic,,4wd,full-size,pickup,black,al
7315893974,huntsville / decatur,31990,2017.0,jeep,wrangler sport s utility 2d,good,6 cylinders,gas,891.0,clean,other,1C4AJWAG1HL698869,4wd,,other,white,al
7314615999,huntsville / decatur,23000,1967.0,chevrolet,c10 truck,good,8 cylinders,gas,999999.0,clean,automatic,,rwd,full-size,truck,red,al
7314289366,huntsville / decatur,80000,2018.0,,kenworth t680,excellent,6 cylinders,diesel,395937.0,clean,manual,,,,truck,red,al
7313657254,huntsville / decatur,5250,1999.0,toyota,4runner,good,6 cylinders,gas,335000.0,clean,automatic,,4wd,mid-size,SUV,red,al
7312563307,huntsville / decatur,7500,2013.0,fiat,500,excellent,4 cylinders,gas,72.0,clean,manual,,,compact,hatchback,black,al
7312557999,huntsville / decatur,9500,2015.0,kia,soul,excellent,4 cylinders,gas,84.0,clean,automatic,,,compact,,,al
7305784565,huntsville / decatur,38615,2021.0,chevrolet,silverado 1500,,4 cylinders,gas,1.0,clean,automatic,,4wd,full-size,pickup,black,al
7304327107,huntsville / decatur,2500,2002.0,chevrolet,silverado 1500,like new,8 cylinders,gas,300402.0,clean,automatic,2GCEK19T221201442,4wd,full-size,truck,white,al
7303642268,huntsville / decatur,36495,2017.0,rover,discovery sport,,4 cylinders,gas,88.0,clean,automatic,SALCR2BG9HH697182,4wd,,SUV,white,al
7316828443,mobile,2200,2006.0,ford,f350,,,gas,1.0,clean,automatic,,,,,,al
7314734164,mobile,28590,2017.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,102.0,clean,other,1GCNCNEH7HZ206660,,,pickup,red,al
7314652261,mobile,39590,2020.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,728.0,clean,other,1FA6P8CF3L5183234,rwd,,coupe,blue,al
7313760123,mobile,4500,1997.0,gmc,sierra,good,6 cylinders,gas,0.0,clean,automatic,,rwd,mid-size,truck,blue,al
7307022917,mobile,4250,1995.0,ford,f150,good,8 cylinders,gas,0.0,clean,automatic,,rwd,full-size,pickup,white,al
7303573579,mobile,5990,1995.0,volvo,coe semi w/18 feet frame,,6 cylinders,diesel,590000.0,clean,manual,,rwd,full-size,truck,white,al
7303480469,mobile,9988,2004.0,chevrolet,silverado 2500hd,good,8 cylinders,diesel,400000.0,clean,automatic,1GCHK23124F140809,4wd,full-size,truck,white,al
7316792786,montgomery,13950,2008.0,chevrolet,silverado 2500hd,fair,8 cylinders,diesel,332488.0,clean,automatic,1GCHK23658F166712,4wd,full-size,pickup,silver,al
7313586566,montgomery,10500,1978.0,chevrolet,c10 stepside,good,8 cylinders,gas,0.0,clean,other,,rwd,,truck,custom,al
7313444254,montgomery,13950,2008.0,chevrolet,silverado 2500hd,fair,8 cylinders,diesel,332488.0,clean,automatic,1GCHK23658F166712,4wd,full-size,pickup,silver,al
7312824321,montgomery,34990,2020.0,jeep,wrangler sport s utility 2d,good,,other,131.0,clean,other,1C4GJXAG9LW342886,4wd,,other,black,al
7311345352,montgomery,28590,2017.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,102.0,clean,other,1GCNCNEH7HZ206660,,,pickup,red,al
7309916449,montgomery,3500,1997.0,ford,f l50 xl long bed,fair,8 cylinders,gas,160.0,clean,automatic,,4wd,full-size,truck,black,al
7308842939,montgomery,40590,2020.0,chevrolet,silverado 1500 crew,good,,other,357.0,clean,other,1GCPWBEF7LZ124935,,,pickup,white,al
7305893498,montgomery,13950,2008.0,chevrolet,silverado 2500hd,fair,8 cylinders,diesel,332488.0,clean,automatic,1GCHK23658F166712,4wd,full-size,pickup,silver,al
7302285034,montgomery,104000,2018.0,dodge,,,8 cylinders,other,483.0,clean,automatic,2C3CDZH95JH100203,fwd,compact,other,,al
7302283407,montgomery,69000,2020.0,ford,,,8 cylinders,other,181.0,clean,manual,1FA6P8JZ6L5551127,fwd,compact,other,,al
7302282925,montgomery,100000,2018.0,dodge,,,8 cylinders,other,959.0,clean,automatic,2C3CDZH98JH100129,fwd,compact,other,,al
7312811681,tuscaloosa,28590,2017.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,102.0,clean,other,1GCNCNEH7HZ206660,,,pickup,red,al
7312811568,tuscaloosa,34990,2020.0,jeep,wrangler sport s utility 2d,good,,other,131.0,clean,other,1C4GJXAG9LW342886,4wd,,other,black,al
7310525776,tuscaloosa,7000,1989.0,ford,bronco,good,6 cylinders,gas,0.0,clean,automatic,,4wd,mid-size,other,green,al
7316429827,anchorage / mat-su,79900,2020.0,chrysler,pacifica touring l plus,new,6 cylinders,gas,10.0,clean,automatic,,fwd,mid-size,mini-van,silver,ak
7316371475,anchorage / mat-su,62900,2020.0,toyota,sienna,new,6 cylinders,gas,18.0,clean,automatic,5TDZZ3DC5LS085843,fwd,,mini-van,white,ak
7316370854,anchorage / mat-su,49900,2019.0,dodge,grand caravan,new,6 cylinders,gas,26.0,clean,automatic,2C7WDGBG4KR784440,fwd,,mini-van,white,ak
7316370307,anchorage / mat-su,78900,2020.0,toyota,sienna xle,new,6 cylinders,gas,24.0,clean,automatic,5TDYZ3DC7LS087430,fwd,,mini-van,silver,ak
7316186575,anchorage / mat-su,6850,2008.0,audi,a4,excellent,4 cylinders,gas,112.0,lien,automatic,,4wd,mid-size,sedan,grey,ak
7315884853,anchorage / mat-su,6000,1952.0,dodge,power wagon m37,,,gas,0.0,missing,manual,,,,,,ak
7315872942,anchorage / mat-su,6850,2008.0,audi,a4,excellent,4 cylinders,gas,112.0,lien,automatic,,4wd,mid-size,sedan,grey,ak
7315583159,anchorage / mat-su,13900,2011.0,ford,,good,6 cylinders,gas,312555.0,rebuilt,automatic,,,,,,ak
7315545512,anchorage / mat-su,27000,1977.0,chevrolet,k-10,like new,8 cylinders,gas,200.0,clean,automatic,,4wd,full-size,truck,red,ak
7315543396,anchorage / mat-su,27000,1977.0,chevrolet,k-10,like new,8 cylinders,gas,200.0,clean,automatic,,4wd,full-size,truck,red,ak
7315454933,anchorage / mat-su,68500,2020.0,ford,f350 super duty,new,8 cylinders,diesel,202.0,clean,automatic,,4wd,,truck,silver,ak
7314563950,anchorage / mat-su,4600,2006.0,ford,taurus se,,,gas,999999.0,clean,automatic,,,,,,ak
7314560797,anchorage / mat-su,6900,1999.0,ford,ranger,,,gas,999999.0,clean,automatic,,,,,,ak
7314558788,anchorage / mat-su,3500,1997.0,mercury,mountaineer,,,gas,999999.0,clean,automatic,,,,,white,ak
7314530222,anchorage / mat-su,2800,1988.0,chevrolet,rally,,,gas,999999.0,clean,automatic,,,,,,ak
7314369611,anchorage / mat-su,26499,2020.0,ford,escape,,3 cylinders,gas,10.0,clean,other,1FMCU9H66LUB26953,4wd,,SUV,silver,ak
7314149815,anchorage / mat-su,12750,1977.0,chevrolet,corvette,,8 cylinders,gas,1.0,clean,manual,,rwd,mid-size,coupe,red,ak
7313918868,anchorage / mat-su,31000,2021.0,jeep,cherokee,,6 cylinders,gas,939.0,clean,other,1C4PJMMX6MD167715,4wd,,SUV,,ak
7312609660,anchorage / mat-su,37194,2021.0,subaru,forester,,4 cylinders,gas,156.0,clean,automatic,JF2SKAUC6MH469714,4wd,,SUV,grey,ak
7311930333,anchorage / mat-su,11992,2015.0,dodge,dart,,4 cylinders,gas,1.0,clean,automatic,1C3CDFEB7FD237508,fwd,,sedan,orange,ak
7311913869,anchorage / mat-su,34999,2019.0,mini,cooper countryman,,4 cylinders,gas,12.0,clean,other,WMZYT5C59K3G90222,4wd,,sedan,black,ak
7311668725,anchorage / mat-su,2200,1987.0,ford,f150,,,gas,999999.0,clean,automatic,,,,,grey,ak
7311181611,anchorage / mat-su,26499,2020.0,ford,escape,,3 cylinders,gas,10.0,clean,other,1FMCU9H66LUB26953,4wd,,SUV,silver,ak
7310987268,anchorage / mat-su,11992,2015.0,dodge,dart,,4 cylinders,gas,1.0,clean,automatic,1C3CDFEB7FD237508,fwd,,sedan,orange,ak
7310685257,anchorage / mat-su,39995,2020.0,acura,mdx,like new,6 cylinders,gas,10.0,clean,automatic,5J8YD3H39LL011526,fwd,full-size,SUV,red,ak
7310580493,anchorage / mat-su,24995,2020.0,honda,hr-v sport awd,excellent,4 cylinders,gas,12.0,clean,automatic,3CZRU6H12LM738244,4wd,,SUV,black,ak
7310521886,anchorage / mat-su,25000,2008.0,,Keystone cougar,good,,other,1.0,clean,other,,,,,,ak
7308888932,anchorage / mat-su,53194,2020.0,chevrolet,silverado 1500,,8 cylinders,gas,371.0,clean,automatic,1GCPYFED4LZ360362,4wd,,truck,,ak
7308579393,anchorage / mat-su,34499,2019.0,mini,cooper countryman,,4 cylinders,gas,53.0,clean,other,WMZYT5C59K3E64648,4wd,,sedan,black,ak
7308419896,anchorage / mat-su,11992,2015.0,dodge,dart,,4 cylinders,gas,1.0,clean,automatic,1C3CDFEB7FD237508,fwd,,sedan,orange,ak
7308062122,anchorage / mat-su,100000,2020.0,chevrolet,corvette,new,8 cylinders,gas,5.0,clean,automatic,,rwd,mid-size,,orange,ak
7307961356,anchorage / mat-su,31500,2020.0,honda,cr-v ex,excellent,4 cylinders,gas,14.0,clean,automatic,2HKRW1H56LH419053,fwd,,SUV,grey,ak
7307747335,anchorage / mat-su,26499,2020.0,ford,escape,,3 cylinders,gas,10.0,clean,other,1FMCU9H66LUB26953,4wd,,SUV,silver,ak
7307242430,anchorage / mat-su,34999,2019.0,mini,cooper countryman,,4 cylinders,gas,12.0,clean,other,WMZYT5C59K3G90222,4wd,,sedan,black,ak
7306908254,anchorage / mat-su,11992,2015.0,dodge,dart,,4 cylinders,gas,1.0,clean,automatic,1C3CDFEB7FD237508,fwd,,sedan,orange,ak
7305945103,anchorage / mat-su,15900,2005.0,ford,,excellent,10 cylinders,gas,1.0,clean,automatic,,rwd,,,white,ak
7304977126,anchorage / mat-su,62900,2020.0,toyota,sienna,new,6 cylinders,gas,18.0,clean,automatic,5TDZZ3DC5LS085843,fwd,,mini-van,white,ak
7304836121,anchorage / mat-su,24995,2020.0,honda,hr-v sport awd,excellent,4 cylinders,gas,12.0,clean,automatic,3CZRU6H12LM738244,4wd,,SUV,black,ak
7304461311,anchorage / mat-su,49900,2019.0,dodge,grand caravan,new,6 cylinders,gas,26.0,clean,automatic,2C7WDGBG4KR784440,fwd,,mini-van,white,ak
7304457770,anchorage / mat-su,78900,2020.0,toyota,sienna xle,new,6 cylinders,gas,24.0,clean,automatic,5TDYZ3DC7LS087430,fwd,,mini-van,silver,ak
7303988978,anchorage / mat-su,26499,2020.0,ford,escape,,3 cylinders,gas,10.0,clean,other,1FMCU9H66LUB26953,4wd,,SUV,silver,ak
7303877384,anchorage / mat-su,11992,2015.0,dodge,dart,,4 cylinders,gas,1.0,clean,automatic,1C3CDFEB7FD237508,fwd,,sedan,orange,ak
7303269334,anchorage / mat-su,18991,2020.0,kia,forte,,4 cylinders,gas,604.0,clean,automatic,3KPF24ADXLE236065,fwd,,sedan,grey,ak
7302776029,anchorage / mat-su,39995,2020.0,acura,mdx,like new,6 cylinders,gas,10.0,clean,automatic,5J8YD3H39LL011526,fwd,full-size,SUV,red,ak
7302698810,anchorage / mat-su,1900,1977.0,ford,,,,gas,1234567.0,clean,manual,,,,truck,,ak
7302668045,anchorage / mat-su,79900,2020.0,chrysler,pacifica touring l plus,new,6 cylinders,gas,10.0,clean,automatic,,fwd,mid-size,mini-van,silver,ak
7301933552,anchorage / mat-su,1700,2009.0,toyota,camry hybrid,good,4 cylinders,gas,320000.0,clean,automatic,,fwd,full-size,sedan,red,ak
7301933067,anchorage / mat-su,1700,2009.0,toyota,camry hybrid,good,4 cylinders,gas,320000.0,clean,automatic,,fwd,full-size,sedan,red,ak
7315182317,fairbanks,4500,1969.0,,International scout,fair,6 cylinders,gas,1.0,clean,manual,,4wd,mid-size,offroad,black,ak
7310425383,fairbanks,44999,2021.0,gmc,acadia,,4 cylinders,gas,312.0,clean,automatic,1GKKNUL45MZ123136,4wd,,SUV,white,ak
7309324653,fairbanks,5555,1957.0,,ABC ATCO,,,diesel,121.0,clean,other,L8409,,,other,white,ak
7309324517,fairbanks,8765,1970.0,chevrolet,c-10,,,other,1.0,clean,other,CE140J161812,,,other,red,ak
7307549297,fairbanks,44999,2021.0,gmc,acadia,,4 cylinders,gas,312.0,clean,automatic,1GKKNUL45MZ123136,4wd,,SUV,white,ak
7304785449,fairbanks,36999,2021.0,chevrolet,colorado,,6 cylinders,gas,622.0,clean,automatic,1GCGTBEN0M1177377,4wd,,truck,red,ak
7304746309,fairbanks,44999,2021.0,gmc,acadia,,4 cylinders,gas,312.0,clean,automatic,1GKKNUL45MZ123136,4wd,,SUV,white,ak
7303214751,fairbanks,36999,2021.0,chevrolet,colorado,,6 cylinders,gas,622.0,clean,automatic,1GCGTBEN0M1177377,4wd,,truck,red,ak
7303170694,fairbanks,44999,2021.0,gmc,acadia,,4 cylinders,gas,312.0,clean,automatic,1GKKNUL45MZ123136,4wd,,SUV,white,ak
7316722465,flagstaff / sedona,8000,2005.0,ford,f-250 super duty king ranch,fair,8 cylinders,diesel,435000.0,clean,automatic,,4wd,,,white,az
7316546616,flagstaff / sedona,25114,2021.0,chevrolet,equinox ls,good,,gas,10.0,clean,automatic,3GNAXHEV7MS126302,,,other,silver,az
7316488086,flagstaff / sedona,21029,2021.0,chevrolet,trax ls,good,3 cylinders,gas,10.0,clean,automatic,KL7CJKSB8MB302633,,,other,silver,az
7316469344,flagstaff / sedona,21029,2021.0,chevrolet,trax ls,good,3 cylinders,gas,10.0,clean,automatic,KL7CJKSB0MB332953,,,other,white,az
7316270954,flagstaff / sedona,6000,2003.0,subaru,wrx,good,4 cylinders,gas,185.0,salvage,manual,,4wd,,,,az
7315686798,flagstaff / sedona,31990,2017.0,jeep,wrangler sport s utility 2d,good,6 cylinders,gas,891.0,clean,other,1C4AJWAG1HL698869,4wd,,other,white,az
7315552763,flagstaff / sedona,28734,2020.0,chevrolet,equinox lt,good,,gas,10.0,clean,automatic,2GNAXUEV7L6104435,,,other,blue,az
7315552654,flagstaff / sedona,21080,2020.0,chevrolet,trax ls,good,,gas,10.0,clean,automatic,3GNCJKSB1LL119940,,,other,white,az
7315544632,flagstaff / sedona,22284,2020.0,chevrolet,trax lt,good,,gas,10.0,clean,automatic,KL7CJLSB0LB009667,,,other,white,az
7314530587,flagstaff / sedona,12000,1970.0,,big boyz toyz,,,gas,500.0,clean,manual,,,,,,az
7314442474,flagstaff / sedona,1895,2000.0,chevrolet,venture,good,6 cylinders,gas,999999.0,clean,automatic,,fwd,mid-size,mini-van,grey,az
7314441558,flagstaff / sedona,3795,2006.0,subaru,forester,good,4 cylinders,gas,999999.0,clean,automatic,,4wd,mid-size,wagon,custom,az
7314276937,flagstaff / sedona,52595,2020.0,chevrolet,silverado 1500 rst,good,8 cylinders,gas,212.0,clean,automatic,3GCUYEED0LG373865,,,pickup,,az
7314011055,flagstaff / sedona,25114,2021.0,chevrolet,equinox ls,good,,gas,10.0,clean,automatic,3GNAXHEV7MS126302,,,other,silver,az
7314011047,flagstaff / sedona,21029,2021.0,chevrolet,trax ls,good,3 cylinders,gas,10.0,clean,automatic,KL7CJKSB8MB302633,,,other,silver,az
7313549419,flagstaff / sedona,21029,2021.0,chevrolet,trax ls,good,3 cylinders,gas,10.0,clean,automatic,KL7CJKSB0MB332953,,,other,white,az
7313470142,flagstaff / sedona,21080,2020.0,chevrolet,trax ls,good,,gas,10.0,clean,automatic,3GNCJKSB1LL119940,,,other,white,az
7313071888,flagstaff / sedona,28734,2020.0,chevrolet,equinox lt,good,,gas,10.0,clean,automatic,2GNAXUEV7L6104435,,,other,blue,az
7312624827,flagstaff / sedona,4500,2003.0,chevrolet,suburban lt,good,8 cylinders,gas,338000.0,clean,automatic,,4wd,full-size,SUV,black,az
7312614857,flagstaff / sedona,2800,2021.0,,Roofnest Sparrow,,,other,5.0,clean,other,,,,,,az
7312257541,flagstaff / sedona,28590,2017.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,102.0,clean,other,1GCNCNEH7HZ206660,,,pickup,red,az
7312157785,flagstaff / sedona,20850,2000.0,ford,,good,6 cylinders,diesel,525000.0,clean,manual,,rwd,full-size,other,white,az
7312057490,flagstaff / sedona,22284,2020.0,chevrolet,trax lt,good,,gas,10.0,clean,automatic,KL7CJLSB0LB009667,,,other,white,az
7311584817,flagstaff / sedona,1895,2000.0,chevrolet,venture,good,6 cylinders,gas,999999.0,clean,automatic,,fwd,mid-size,mini-van,grey,az
7311571416,flagstaff / sedona,52595,2020.0,chevrolet,silverado 1500 rst,good,8 cylinders,gas,212.0,clean,automatic,3GCUYEED0LG373865,,,pickup,,az
7311437023,flagstaff / sedona,2995,2005.0,kia,sorento,good,6 cylinders,gas,999999.0,clean,automatic,,fwd,mid-size,SUV,silver,az
7311060324,flagstaff / sedona,21029,2021.0,chevrolet,trax ls,good,3 cylinders,gas,10.0,clean,automatic,KL7CJKSB8MB302633,,,other,silver,az
7311060352,flagstaff / sedona,21029,2021.0,chevrolet,trax ls,good,3 cylinders,gas,10.0,clean,automatic,KL7CJKSB0MB332953,,,other,white,az
7311054760,flagstaff / sedona,25114,2021.0,chevrolet,equinox ls,good,,gas,10.0,clean,automatic,3GNAXHEV7MS126302,,,other,silver,az
7310953421,flagstaff / sedona,2795,2004.0,mazda,tribute,good,6 cylinders,gas,999999.0,clean,automatic,,4wd,compact,SUV,blue,az
7310914505,flagstaff / sedona,3195,2013.0,chevrolet,sonic,good,4 cylinders,gas,999999.0,clean,automatic,,fwd,compact,hatchback,red,az
7310804316,flagstaff / sedona,22500,1972.0,chevrolet,nova ss,good,8 cylinders,gas,100.0,clean,manual,,,,,red,az
7310638415,flagstaff / sedona,21080,2020.0,chevrolet,trax ls,good,,gas,10.0,clean,automatic,3GNCJKSB1LL119940,,,other,white,az
7310578077,flagstaff / sedona,3795,2006.0,subaru,forester,good,4 cylinders,gas,999999.0,clean,automatic,,4wd,mid-size,wagon,custom,az
7310526758,flagstaff / sedona,21080,2020.0,chevrolet,trax ls,good,,gas,10.0,clean,automatic,3GNCJKSB1LL119940,,,other,white,az
7310233634,flagstaff / sedona,39590,2020.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,728.0,clean,other,1FA6P8CF3L5183234,rwd,,coupe,blue,az
7310048844,flagstaff / sedona,28734,2020.0,chevrolet,equinox lt,good,,gas,10.0,clean,automatic,2GNAXUEV7L6104435,,,other,blue,az
7310048911,flagstaff / sedona,22284,2020.0,chevrolet,trax lt,good,,gas,10.0,clean,automatic,KL7CJLSB0LB009667,,,other,white,az
7310010896,flagstaff / sedona,52595,2020.0,chevrolet,silverado 1500 rst,good,8 cylinders,gas,212.0,clean,automatic,3GCUYEED0LG373865,,,pickup,,az
7308470046,flagstaff / sedona,25114,2021.0,chevrolet,equinox ls,good,,gas,10.0,clean,automatic,3GNAXHEV7MS126302,,,other,silver,az
7307717366,flagstaff / sedona,21029,2021.0,chevrolet,trax ls,good,3 cylinders,gas,10.0,clean,automatic,KL7CJKSB8MB302633,,,other,silver,az
7307697294,flagstaff / sedona,21029,2021.0,chevrolet,trax ls,good,3 cylinders,gas,10.0,clean,automatic,KL7CJKSB0MB332953,,,other,white,az
7307657152,flagstaff / sedona,28734,2020.0,chevrolet,equinox lt,good,,gas,10.0,clean,automatic,2GNAXUEV7L6104435,,,other,blue,az
7307413257,flagstaff / sedona,22284,2020.0,chevrolet,trax lt,good,,gas,10.0,clean,automatic,KL7CJLSB0LB009667,,,other,white,az
7307258058,flagstaff / sedona,58950,2021.0,jeep,gladiator,,6 cylinders,gas,493.0,clean,automatic,1C6HJTAG8ML505048,4wd,compact,pickup,red,az
7306901913,flagstaff / sedona,28734,2020.0,chevrolet,equinox lt,good,,gas,10.0,clean,automatic,2GNAXUEV7L6104435,,,other,blue,az
7306895945,flagstaff / sedona,22284,2020.0,chevrolet,trax lt,good,,gas,10.0,clean,automatic,KL7CJLSB0LB009667,,,other,white,az
7306812979,flagstaff / sedona,21080,2020.0,chevrolet,trax ls,good,,gas,10.0,clean,automatic,3GNCJKSB1LL119940,,,other,white,az
7306811669,flagstaff / sedona,10000,1959.0,gmc,,,,diesel,400000.0,clean,manual,,,,,,az
7306499686,flagstaff / sedona,58950,2021.0,jeep,gladiator,,6 cylinders,gas,493.0,clean,automatic,1C6HJTAG8ML505048,4wd,compact,pickup,red,az
7306410452,flagstaff / sedona,52595,2020.0,chevrolet,silverado 1500 rst,good,8 cylinders,gas,212.0,clean,automatic,3GCUYEED0LG373865,,,pickup,,az
7306294100,flagstaff / sedona,28995,2021.0,honda,accord,like new,4 cylinders,gas,696.0,clean,automatic,,fwd,full-size,sedan,white,az
7305874718,flagstaff / sedona,25114,2021.0,chevrolet,equinox ls,good,,gas,10.0,clean,automatic,3GNAXHEV7MS126302,,,other,silver,az
7305869190,flagstaff / sedona,21029,2021.0,chevrolet,trax ls,good,3 cylinders,gas,10.0,clean,automatic,KL7CJKSB8MB302633,,,other,silver,az
7304885550,flagstaff / sedona,21029,2021.0,chevrolet,trax ls,good,3 cylinders,gas,10.0,clean,automatic,KL7CJKSB0MB332953,,,other,white,az
7304451151,flagstaff / sedona,2700,1997.0,,1997 Ranger,good,8 cylinders,gas,500.0,clean,automatic,,rwd,sub-compact,pickup,brown,az
